Title,Artist,Creation Date,Image URL,Description,Price
Painted Panel from Wooden Sarcophagus,Unknown Artist,2nd century CE,https://nrs.harvard.edu/urn-3:HUAM:INV027712_dynmc,"Wooden panel over a foot in width, covered with gesso, with a figured scene of two seated deities, each facing a smaller standing figure.  The upper border is stylized cobras, and there are sections of painted hieroglyphic writing.",6291.41
Shiva and Parvati,George Keyt,1969,,,2966.86
Sarah Cabot Parkman Atkinson (1818-1892),Charles Robert Leslie,c. 1833-1834,https://nrs.harvard.edu/urn-3:huam:DDC112112_dynmc,,4663.27
"Krishna and Balarama Seated Beneath an Awning, from a Bhagavata Purana Series",Unknown Artist,c. 1820,https://nrs.harvard.edu/urn-3:HUAM:ISL10191_dynmc,"The painting depicts Krishna, the eight avatar of the Hindu god Vishnu who is worshipped as a deity in his own right, seated on an enclosed, outdoor terrace under an awning. He faces his elder brother, Balarama. Both are crowned and rest against large fabric bolsters. On either side of the awning is a male attendant carrying a flywhisk made of peacock feathers.",3563.2
Bamboo through the Four Seasons,Yu Tŏk-chang (also known as Su-un and Ka-san-ŭng),mid 18th century,https://nrs.harvard.edu/urn-3:HUAM:51495_dynmc,"Korean folding screens often have six panels, like those painted in Japan; more characteristically, however, Korean screens boast eight, ten, or even twelve panels. In some cases, a Korean screen may feature a single, unified composition that spreads across all its panels; in other instances--such as this one--each panel is conceived as an individual painting.

Representing bamboo through the four seasons, this eight-panel screen is meant to be ""read"" by the viewer from right to left. The first two paintings, at the far right, depict newly sprung shoots and fresh stalks of bamboo emerging from the ground in spring. The next pair of images display lush, hearty stalks of bamboo enduring the strong winds and warm sun of summer. The relative sparseness, dry ink tones, and overlapping mist visible in the next two paintings convey characteristics of the autumn months. The last pair of images, at the far left, which depict old, thick, broken stalks of bamboo with hints of new stalks in one painting and bamboo branches heavily laden with snow in the other, complete the cycle with the winter season. Though the paintings lack inscriptions and signatures, two red, square seal impressions at the upper left corner of the far--left panel identify two sobriquets of the artist Yu Tŏk-chang (1675-1765) and thus reveal the creator of this masterful work of art.

A follower of the famous Korean bamboo-painting master Yi Chŏng (1541-1622), Yu Tŏk-chang was one of the most prominent literati artists of the Chosŏn dynasty (1392-1910). Like their Koryŏ-dynasty (918-1392) predecessors, both Yi and Yu took inspiration from the work of Chinese literati painters of the Song (960-1279) and Yuan (1279-1368) dynasties. Their paintings thus tend to resemble literati paintings by early Chinese masters, rather than works produced by their Chinese contemporaries. In this screen, however, Yu departs from the Chinese model and exhibits the distinctly Korean style of bamboo painting he learned from Yi Chŏng: the two tones of ink used to starkly distinguish fore-and background subjects; the angular mists that abruptly interrupt a scene; and the thick stumps of bamboo with sharp, broken edges. 

Bamboo painting was extremely popular among the literati, perhaps because of its association with the so-called Four Gentlemen--plum blossoms, orchids, chrysanthemums, and bamboo. All four of these botanical subjects, which readily lend themselves to depiction with calligraphic brushwork, are said to embody the virtues to which Confucian scholars aspired, such as integrity, purity, and strength in the face of adversity. So important was the ability to paint bamboo that in the fifteenth century it outranked even landscape painting in the official examinations for Korea's royal painting academy.
",4615.22
A Pavilion Secluded in a Bamboo Grove,Hŏ Ryŏn 허련 許鍊 (also known as So-ch'i and Ma-hil),mid-late 19th century,https://nrs.harvard.edu/urn-3:HUAM:73743_dynmc,,6758.07
Carp Leaping above White-Capped Waves,Unknown Artist,late 18th-early 19th century,https://nrs.harvard.edu/urn-3:HUAM:73818_dynmc,,3562.05
Elizabeth Cary Agassiz (1822-1907),Sarah Wyman Whitman,1894,https://nrs.harvard.edu/urn-3:HUAM:75845_dynmc,,3656.12
Rocky Bay South of Salerno with View of Capri,Alexandre Gabriel Decamps,c. 1847,https://nrs.harvard.edu/urn-3:HUAM:77278_dynmc,,8641.83
Red Painting,Joseph Marioni,1999,https://nrs.harvard.edu/urn-3:HUAM:60684_dynmc,"The painting is a large, vertical plane of deep mahogany red-brown acrylic, painted in two distinct layers of thick and thinly applied acrylic, beginning with a stain of dark, ""Benzimidazo"" brown, which acts as a primer. Its outer surface of ""Azoic plum brown"" appears tactile and shiny, almost sticky. The layers vary visibly in tonality and density and the plum brown surface begins to gather into extended drips that coalesce in a series of parallel rivulets about halfway down the picture plane; towards the bottom center, it pools into a series of more marked gullies and ridges, pulling apart like a painterly fjord, and lifting, like a skirt, to reveal the stain below. The acrylic also shrinks in along some of the edges, gaining thickness as it does so, and these effects, along with the implied flow of the medium , the ""breathing room"" between the layers, and its orientation and scale, serve to give the painting an anthropomorphic, object quality. The painting entreats one to interact with it as a whole object/image, and not as a picture of assorted forms or things or parts; it also gains considerably when viewed in daylight. The title, ""Red Painting 1999 No. 4"", 1999, refers to the fact that this is the fourthpainting executed by Marioni in 1999. It is part of a set of four paintings executed in anticipation of the Fogg’s selection of one, and intended to ""show the range of Marioni’s approaches to his monochromes.""",3158.3
Shouldering ('Fu'),Liu Kuo Sung (Liu Guosong) 劉國松,"Republican period, dated 2000",https://nrs.harvard.edu/urn-3:HUAM:DDC100593_dynmc,,8539.34
Portrait of Madonna,Manohar,c. 1600,https://nrs.harvard.edu/urn-3:HUAM:ISL10206_dynmc,"Within an oval frame is a portrait of Madonna. She wears a red dress with gold flowers and leaves. Covering her shoulders is a blue cloak which is tied in a knot about her left shoulder. Her right hand is raised. She looks solemnly downward. She wears a small headdress and pearl earrings. Her hair is braided across her head and left loose behind her. Behind her head is a gold halo. She is rendered against a deep blue ground, much of which has flaked to reveal turquoise under-paint. Mughal Style.",5744.58
Panel One (Harvard Mural Triptych),Mark Rothko,1962,,,3754.76
"Illustrated Story of the Origin of Hashidate (Hashidate no honji), the Shrine at Ama no Hashidate",Unknown Artist,"Early Edo period, mid 17th century",https://nrs.harvard.edu/urn-3:HUAM:DDC109491_dynmc,,8698.06
Traveling Costume,Ellen Phelan,1999-2000,,,4954.02
"Highland, Franklin, Yucca",Edward Ruscha,1999,https://nrs.harvard.edu/urn-3:HUAM:53737_dynmc,,3345.42
The Blessed Lorenzo Giustiniani,Jacopo Bellini,c. 1500,https://nrs.harvard.edu/urn-3:HUAM:71130_dynmc,,4059.78
The Quarry at Halibut Point,Nancy Mitchnick,1996,,,2142.47
One of the Ten Kings of Hell,Unknown Artist,15th - 16th century,https://nrs.harvard.edu/urn-3:HUAM:763910,,5039.13
James Luther Adams (1901-1994),James Engerseth,1978,,,7403.14
Landscape After Dong Yuan,Wang Jian 王鑑,3rd quarter 17th century,https://nrs.harvard.edu/urn-3:HUAM:INV013999_dynmc,,9702.08
Mary Elizabeth Robbins,William Morris Hunt,1866,https://nrs.harvard.edu/urn-3:HUAM:DDC232154_dynmc,,5807.41
"Virgin and Child with Saints Sebastian, Francis, John the Baptist, Jerome, an unidentified female saint, Saint  Anthony of Padua and two donors",Giovanni Bellini,c. 1515,https://nrs.harvard.edu/urn-3:HUAM:50794_dynmc,,2510.97
Blue and Green,Hans Hofmann,1965,,,8303.86
Cullodon,James Brooks,1967,,,9390.73
James Howard Means (1885-1967),Pietro (Peter) Pezzati,1950,https://nrs.harvard.edu/urn-3:HUAM:771653,,8965.31
Bather with Green Towel:  Spread,Graham Nickson,1982,,"Acrylic painting on cotton duck canvas, rolled. Wooden strainers sent separately, with title and date inscribed. Stretcher will probably be built to replace strainer.",3676.01
"Seated Chijang Posal (Chinese, Dizang Pusa; Sanskrit, Bodhisattva Ksitigarbha) Flanked by Monk Tomyŏng (Chinese, Daoming) and Demon King Mutŏk Kuiwang (Chinese, Wudu Guiwang) and Surrounded by the Ten Kings of Hell and Their Retinues",Unknown Artist,18th century,https://nrs.harvard.edu/urn-3:HUAM:772047,,7122.6
Amelia Earhart (1897-1937),Edith A. Scott,1932,,,7886.78
Allegorical Portrait of a Young Man in the Guise of Mercury Slaying Argus,Alessandro Allori,1575-1580,https://nrs.harvard.edu/urn-3:HUAM:70218_dynmc,,9069.99
Edward Wigglesworth (1731-1794),James Reeve Stuart,1895,https://nrs.harvard.edu/urn-3:HUAM:50919_dynmc,,4625.88
Saint Sebastian,"Francesco, called Cecco Bravo Montelatici",17th century,https://nrs.harvard.edu/urn-3:HUAM:71132_dynmc,,8130.8
Panel One (Harvard Mural Triptych),Mark Rothko,1962,,,5071.81
Mary Elizabeth Robbins,William Morris Hunt,1866,https://nrs.harvard.edu/urn-3:HUAM:DDC232154_dynmc,,5713.96
Cullodon,James Brooks,1967,,,4706.23
The Blessed Lorenzo Giustiniani,Jacopo Bellini,c. 1500,https://nrs.harvard.edu/urn-3:HUAM:71130_dynmc,,7508.26
Landscape with Windmill and Wayside Chapel,Marten Rijckaert,c. 1628,https://nrs.harvard.edu/urn-3:HUAM:70760_dynmc,,5596.95
Red Painting,Joseph Marioni,1999,https://nrs.harvard.edu/urn-3:HUAM:60684_dynmc,"The painting is a large, vertical plane of deep mahogany red-brown acrylic, painted in two distinct layers of thick and thinly applied acrylic, beginning with a stain of dark, ""Benzimidazo"" brown, which acts as a primer. Its outer surface of ""Azoic plum brown"" appears tactile and shiny, almost sticky. The layers vary visibly in tonality and density and the plum brown surface begins to gather into extended drips that coalesce in a series of parallel rivulets about halfway down the picture plane; towards the bottom center, it pools into a series of more marked gullies and ridges, pulling apart like a painterly fjord, and lifting, like a skirt, to reveal the stain below. The acrylic also shrinks in along some of the edges, gaining thickness as it does so, and these effects, along with the implied flow of the medium , the ""breathing room"" between the layers, and its orientation and scale, serve to give the painting an anthropomorphic, object quality. The painting entreats one to interact with it as a whole object/image, and not as a picture of assorted forms or things or parts; it also gains considerably when viewed in daylight. The title, ""Red Painting 1999 No. 4"", 1999, refers to the fact that this is the fourthpainting executed by Marioni in 1999. It is part of a set of four paintings executed in anticipation of the Fogg’s selection of one, and intended to ""show the range of Marioni’s approaches to his monochromes.""",8925.96
Rocky Bay South of Salerno with View of Capri,Alexandre Gabriel Decamps,c. 1847,https://nrs.harvard.edu/urn-3:HUAM:77278_dynmc,,3706.4
Bertha Hallowell Vaughan (1866-1948),Cecilia Beaux,1901,https://nrs.harvard.edu/urn-3:HUAM:71077_dynmc,,3075.84
River Thoughts No. 5 (Jianghuai zhi wu),Wucius Wong (Wang Wuxie) 王無邪,1991,,,1026.92
Panel Four,Mark Rothko,1962,,,6736.48
"Flagpole, Apple Tree, and Garden",Arthur G. Dove,1943-1944,https://nrs.harvard.edu/urn-3:HUAM:DDC105430_dynmc,,9860.99
"Alms-Bowl Pond (Pal-yŏn) in the Diamond Mountains [Kŭm-kang-san], originally in an album depicting the ""Complete Views of the Diamond Mountains"" [Kŭm-kang chŏn-to]",Kim Hong-to (also known as Sa-nŭng ['cha']; Tan-wŏn ['ho']),c. 1788,https://nrs.harvard.edu/urn-3:HUAM:73740_dynmc,,8884.52
Kristine L. Forsgard (b. 1953) and Stephen A. Mitchell (b.1951),C. Kenneth Fan,2000,,,7643.73
"Mountain Landscape with Lake, Two Villages, and Distant Inn with Flagpole",Cho Chung-muk (also known as Un-kye ['ho']),second half 19th century,https://nrs.harvard.edu/urn-3:HUAM:73727_dynmc,,6030.31
Panel Three (Harvard Mural Triptych),Mark Rothko,1962,,,1663.68
Sarah Cabot Parkman Atkinson (1818-1892),Charles Robert Leslie,c. 1833-1834,https://nrs.harvard.edu/urn-3:huam:DDC112112_dynmc,,1465.99
John Langeloth Loeb (1902-1996) and Frances Lehman Loeb (1906-1996),Ming Qin,2000,,,3328.9
Self-Help,Laura Theresa Alma-Tadema,c. 1885,https://nrs.harvard.edu/urn-3:HUAM:70217_dynmc,,2471.32
"Landscape After Wang Meng's ""Immortal Abode in the Pine Covered Mountains""",Wang Hui 王翬,1701,https://nrs.harvard.edu/urn-3:HUAM:70804_dynmc,,3048.95
"Krishna Kidnaps Rukmini, folio from a Bhagavata Purana Series",Unknown Artist,c. 1820,https://nrs.harvard.edu/urn-3:HUAM:ISL10188_dynmc,"The painting depicts Krishna, the eight avatar of the Hindu god Vishnu who is worshipped as a deity in his own right, kidnapping Rukmini. Rukimini is shown getting into Krishna’s horse-drawn chariot. The scene takes place at a white outdoor shrine dedicated to the god Shiva, lord of destruction. The mound covered in flowers within the sanctum is a lingam, Shiva’s aniconic form. 

Rukmini becomes the principal wife and queen of Krishna. At her request, Krishna kidnaps and elopes with Rukmini to prevent an unwanted marriage with the evil king Shishupala, who was also Krishna’s cousin. 
",9021.6
To _________ (Shelley),Doug Ohlson,1977,,"Painting is oil on primed canvas, with unpainted edges and a thinly painted black surface, over which the artist has applied a slightly thicker layer of paint with a palette knife. The composition comprises a square of deep purple surrounded by various oblong/rectangular/squarish shapes in a subtly calibrated range of charcoal/brown blacks that read as a frame for this interior square.",6634.22
Autumn in New England,Fernando Zóbel,1954,,,4203.41
"Poet Paying Homage to Krishna, folio from a Bhagavata Purana Series",Unknown Artist,c. 1820,https://nrs.harvard.edu/urn-3:HUAM:ISL10190_dynmc,"The painting depicts Krishna, the eight avatar of the Hindu god Vishnu who is worshipped as a deity in his own right, enthroned on an enclosed, outdoor terrace. He holds in his hand a long white scroll. Kneeling in front of him is a poet with raised hands. An attendant dressed in an orange robe (jama) stands on the left.",8370.39
Wilbur Kitchener Jordan (1902-1980),William Cummings,1959?,,,2587.4
"Illustrated Story of the Origin of Hashidate (Hashidate no honji), the Shrine at Ama no Hashidate",Unknown Artist,"Early Edo period, mid 17th century",https://nrs.harvard.edu/urn-3:HUAM:DDC109491_dynmc,,3270.87
Blue and Green,Hans Hofmann,1965,,,9887.65
Landscape After Dong Yuan,Wang Jian 王鑑,3rd quarter 17th century,https://nrs.harvard.edu/urn-3:HUAM:INV013999_dynmc,,2362.08
Maria Denny Fay (1820-1890),Unidentified Artist,c. 1850,https://nrs.harvard.edu/urn-3:HUAM:75846_dynmc,,3962.02
A Pavilion Secluded in a Bamboo Grove,Hŏ Ryŏn 허련 許鍊 (also known as So-ch'i and Ma-hil),mid-late 19th century,https://nrs.harvard.edu/urn-3:HUAM:73743_dynmc,,6229.58
Mary Magdalene,"Francesco, called Cecco Bravo Montelatici",17th century,https://nrs.harvard.edu/urn-3:HUAM:71131_dynmc,"
",5779.31
Three Men,Ben Shahn,1939,,,2134.63
Market Scene with Figures and Animals,Unknown Artist,17th century,https://nrs.harvard.edu/urn-3:HUAM:DDC106416_dynmc,,8754.05
Portrait of Madonna,Manohar,c. 1600,https://nrs.harvard.edu/urn-3:HUAM:ISL10206_dynmc,"Within an oval frame is a portrait of Madonna. She wears a red dress with gold flowers and leaves. Covering her shoulders is a blue cloak which is tied in a knot about her left shoulder. Her right hand is raised. She looks solemnly downward. She wears a small headdress and pearl earrings. Her hair is braided across her head and left loose behind her. Behind her head is a gold halo. She is rendered against a deep blue ground, much of which has flaked to reveal turquoise under-paint. Mughal Style.",3367.68
Shiva and Parvati,George Keyt,1969,,,3592.46
"Two Birds, Probably Magpies, on a Branch of Blossoming Plum",Unknown Artist,17th-18th century,https://nrs.harvard.edu/urn-3:HUAM:73794_dynmc,,7646.48
Random Patterns,Gyorgy Kepes,1958,,,9602.09
The Virgin of the Annunciation,Andrea Vanni,14th-15th century,https://nrs.harvard.edu/urn-3:HUAM:VRS48413_dynmc,,5533.91
Unfinished painting,Barnett Newman,20th century,,"A reassembled composite of fragments of an unfinished painting. Annalee Newman, the artist's widow, destroyed the unfinished work according to her husband's wishes, by cutting the painted canvas up into many fragments. Some time later, she had the fragments reassembled and lined onto a supplementary canvas. Some of the cut lines have been filled with a white fill material, but all of the cuts are left visible. The original orientation of the unfinished painting is not known, but the canvas is unevenly bisected into white and blue fields. The blue field appears to be painted on a white ground layer, with a darker blue layer underneath a lighter blue upper layer. The reassembled unfinished painting is mounted on a wooden stretcher with staples on the unpainted margins. There appears to be an artist applied coating, applied irregularly with a large brush overall. There is also discolored adhesive residue overall, which may be from the lining process.",8602.83
Landscape,Jean-Baptiste-Camille Corot,19th century,https://nrs.harvard.edu/urn-3:HUAM:61826_dynmc,,1792.4
Panel Two (Harvard Mural Triptych),Mark Rothko,1962,,,3865.78
Curly Head,Georg Baselitz,1967,,,9140.65
Wounded Amazon,Franz von Stuck,1905,https://nrs.harvard.edu/urn-3:HUAM:73306_dynmc,,3764.12
Bather with Green Towel:  Spread,Graham Nickson,1982,,"Acrylic painting on cotton duck canvas, rolled. Wooden strainers sent separately, with title and date inscribed. Stretcher will probably be built to replace strainer.",7935.04
"Verdant Cliffs at Ku-tam [Tortoise Lake], Tan-yang, probably originally from an album of eight leaves depicting ""Eight Views of Tan-yang"" [Tan-yang p'al-kyŏng]",Chŏng Sŏn (also known as Wŏn-paek ['cha']; Kyŏm-chae ['ho']),mid 18th century,https://nrs.harvard.edu/urn-3:HUAM:70807_dynmc,,9373.1
To the Convalescent Woman (Triptych),Erich Heckel,1912-1913,,,2318.0
Orchid and Rock,Kim Ŭng-wŏn (also spelled Gim Eung'won; also known as So-ho and Ch'ŏn-ram),late 19th-early 20th century,https://nrs.harvard.edu/urn-3:HUAM:71981_dynmc,"An important painter and calligrapher of the late Chosŏn period, Kim Ŭng-wŏn is best remembered for his depictions of orchids, which he painted in the manner of the nineteenth-century master Prince Yi Ha-ŭng. (A magnificent screen by Prince Yi Ha-ŭng is featured in this gallery's glass-fronted screen case.) A professor of painting and calligraphy at the Institute of Arts in Seoul, Kim was also one of the founders of the Painting and Calligraphy Association, established in 1918. 

The orchid, a symbol of loyalty and personal integrity, held a fascination for literati painters, since its grasslike leaves and delicate, simple flowers lent themselves to depiction with calligraphic brushwork. Chinese artists had begun to paint the orchid during the Song dynasty (960-1279), the subject becoming ever more popular in the succeeding Ming (1368-1644) and Qing (1644-1911) dynasties. By the eighteenth century, the taste for paintings of orchids had spread to Korea, where these works enjoyed considerable vogue in the nineteenth and twentieth centuries. 

Chinese and Korean artists typically paired orchids and rocks, the orchids coaxing the artist to employ his most delicate, curvilinear brushwork, the rocks tempting him to present his most forceful and expressionistic brushwork. The inscription on this painting translates as:

While sitting quietly, I sense a subtle fragrance.
Such subtlety exists only between reality and imagination.
--So-ho
",3407.66
Girl in a Red Dress,Paula Modersohn-Becker,c. 1905,https://nrs.harvard.edu/urn-3:HUAM:51190_dynmc,"According to early references and the recent catalogue raisonne (see below), at some point after 1919, probably in the 1920s, the card support of this painting was split, removing a second painting (now unlocated) that had been on the verso, and then mounted on a new backing card. There are traces of an old label, barely illegible inscriptions (perhaps a return address and an alternative title ""Kind zwischen Bäumen"" [Child Between Trees] and an unidentified stamp (the number 11 or letter N over 66 [or 99 over 11/N in a circle) now on the verso.",2230.95
"Illustrated Story of the Origin of Hashidate (Hashidate no honji), the Shrine at Ama no Hashidate",Unknown Artist,"Early Edo period, mid 17th century",https://nrs.harvard.edu/urn-3:HUAM:DDC109489_dynmc,,1581.63
Untitled,Rudolf de Crignis,1999,https://nrs.harvard.edu/urn-3:HUAM:71931_dynmc,"The canvas has several layers of white gesso, each of which is sanded to achieve a smooth ground. The artist applies the gesso ground around the outer edges of the stretcher, so that the painted surface appears to be floating on a smooth white porcelain block. He applies color in thin layers of glaze, like so many veils. As many as 40 layers of glaze are built up over a period of several weeks. Laying down even, continuous brushstrokes in alternating layers of vertical and horizontal orientations, he creates a subtle grid pattern. The artist often applies one or more colors in addition to blue -- in this case, 6-8 layers of cinnabar green at different depths (traces of which can be seen around the edges of the painting). Layers of ultramarine in combination with royal blue (a mixture of ultramarine and titanium white) make the other colors vibrate, acting ""as a catalyst to bring the involved colors into spacious movement on the top of the surface."" (See artist's statement in object file.) The surface texture is purely the result of brushwork, which creates a structural discipline that interacts with the expansive dematerialized sensuality of blue. 
",8444.41
Panel Five,Mark Rothko,1962,,,8696.71
"Blossoming Branch of an Old, Weathered Plum Tree",Unknown Artist,17th century,https://nrs.harvard.edu/urn-3:HUAM:71986_dynmc,"Because it blooms in winter, even before it dons its leaves and while snow and ice still cover the ground, the Chinese flowering plum (Prunus mume) became a symbol of purity and of strength in the face of adversity; as such, it was popular as both a literary and an artistic motif in China, Korea, and Japan. The plum, together with the orchid, the chrysanthemum, and the bamboo (three other botanical subjects imbued with symbolic Confucian meaning and conducive to depiction with a calligraphy brush and ink), came to be known as the ""Four Gentlemen.""

In this delicately rendered painting, the old blossoming plum tree appears almost as if enveloped in mist and shrouded in silvery moonlight. Unlike the rugged, expressive ink plum paintings by Cho Hŭi-ryong (1791-1859), the emphasis in this work is on suggestive description and delicate brushwork-characteristics typical of seventeenth- and eighteenth-century Korean paintings of plum blossoms.

The wear and slight damage along the right edge of this painting, combined with absence of damage along the left vertical edge, suggest that it was once part of a folding screen. In that context, it is possible that the painting was salvaged from a damaged screen and subsequently mounted as a hanging scroll. One can imagine that the painting originally was one of six or eight panels, each of which represented an old plum tree.

",7881.58
Hercules Strangling the Nemean Lion,Peter Paul Rubens,c. 1639,https://nrs.harvard.edu/urn-3:HUAM:776407,,8187.95
"Krishna and Balarama Seated Beneath an Awning, from a Bhagavata Purana Series",Unknown Artist,c. 1820,https://nrs.harvard.edu/urn-3:HUAM:ISL10191_dynmc,"The painting depicts Krishna, the eight avatar of the Hindu god Vishnu who is worshipped as a deity in his own right, seated on an enclosed, outdoor terrace under an awning. He faces his elder brother, Balarama. Both are crowned and rest against large fabric bolsters. On either side of the awning is a male attendant carrying a flywhisk made of peacock feathers.",8072.85
Enjoying the Mountain Scenery,Hŏ Ryŏn 허련 許鍊 (also known as So-ch'i and Ma-hil),mid-late 19th century,https://nrs.harvard.edu/urn-3:HUAM:73744_dynmc,,1060.29
Cecilia Payne-Gaposchkin (1900-1979),Patricia Watwood,2001,,,8813.48
Bamboo through the Four Seasons,Yu Tŏk-chang (also known as Su-un and Ka-san-ŭng),mid 18th century,https://nrs.harvard.edu/urn-3:HUAM:51495_dynmc,"Korean folding screens often have six panels, like those painted in Japan; more characteristically, however, Korean screens boast eight, ten, or even twelve panels. In some cases, a Korean screen may feature a single, unified composition that spreads across all its panels; in other instances--such as this one--each panel is conceived as an individual painting.

Representing bamboo through the four seasons, this eight-panel screen is meant to be ""read"" by the viewer from right to left. The first two paintings, at the far right, depict newly sprung shoots and fresh stalks of bamboo emerging from the ground in spring. The next pair of images display lush, hearty stalks of bamboo enduring the strong winds and warm sun of summer. The relative sparseness, dry ink tones, and overlapping mist visible in the next two paintings convey characteristics of the autumn months. The last pair of images, at the far left, which depict old, thick, broken stalks of bamboo with hints of new stalks in one painting and bamboo branches heavily laden with snow in the other, complete the cycle with the winter season. Though the paintings lack inscriptions and signatures, two red, square seal impressions at the upper left corner of the far--left panel identify two sobriquets of the artist Yu Tŏk-chang (1675-1765) and thus reveal the creator of this masterful work of art.

A follower of the famous Korean bamboo-painting master Yi Chŏng (1541-1622), Yu Tŏk-chang was one of the most prominent literati artists of the Chosŏn dynasty (1392-1910). Like their Koryŏ-dynasty (918-1392) predecessors, both Yi and Yu took inspiration from the work of Chinese literati painters of the Song (960-1279) and Yuan (1279-1368) dynasties. Their paintings thus tend to resemble literati paintings by early Chinese masters, rather than works produced by their Chinese contemporaries. In this screen, however, Yu departs from the Chinese model and exhibits the distinctly Korean style of bamboo painting he learned from Yi Chŏng: the two tones of ink used to starkly distinguish fore-and background subjects; the angular mists that abruptly interrupt a scene; and the thick stumps of bamboo with sharp, broken edges. 

Bamboo painting was extremely popular among the literati, perhaps because of its association with the so-called Four Gentlemen--plum blossoms, orchids, chrysanthemums, and bamboo. All four of these botanical subjects, which readily lend themselves to depiction with calligraphic brushwork, are said to embody the virtues to which Confucian scholars aspired, such as integrity, purity, and strength in the face of adversity. So important was the ability to paint bamboo that in the fifteenth century it outranked even landscape painting in the official examinations for Korea's royal painting academy.
",5773.1
Kingfisher Over a Lotus Pond,Ren Yi 任頤,late 19th century,https://nrs.harvard.edu/urn-3:HUAM:78690_dynmc,"Ren Yi (also known by his sobriquet Bonian) was born in Shangyin (modern Shaoxing), Zhejiang province. The son of a portrait painter, Ren Yi learned to paint at a young age and in adulthood used his art as his livelihood. After living for a time in Ningbo and Suzhou, Ren finally settled in the newly developed port city of Shanghai in 1868. From his base in bustling Shanghai, Ren Yi developed a new and novel style of painting that won him a wide audience and made him the acknowledged leader of the Shanghai school, or Haipai. Though it favors light colors, Ren's style is at once bold, forceful, and vivid, as exemplified by this delightful bird-and-flower painting.

Depicting a small bird with outstretched wings darting through the attenuated stems of lotus growing in a pond, this painting adopts a perspective that brings the viewer down to the water's surface, virtually eye-to-eye with the tiny creature. The broad, blue-green lotus leaves and lush white blossoms appear enormous as they loom above the bird, while a thick forest of lotus stems nearly camouflages it altogether. Faint brush strokes representing water reeds and grasses delineate the pond's surface, which would otherwise appear as a void.

The lotus is an important motif in Chinese art that traces its symbolic origins to Buddhism. Because it grows in muddy waters, yet emerges upright, unsullied, fragrant, and beautiful, the lotus became an emblem of purity in Buddhist literature and imagery. The two Chinese terms for lotus--lian and he--are phonetically identical to numerous auspicious phrases, such as love and harmony, and are thus ubiquitous in Chinese folk art and rebuses.
",3137.99
Portrait of a Youth,Unknown Artist,mid 19th century,https://nrs.harvard.edu/urn-3:HUAM:789233,"The composition of this portrait study was first outlined in pencil and then blocked out with fields of watercolor, as is evidenced in the sitter’s chair. Next, the artist added opaque watercolor in layers, using fine lines and stippling to replicate the designs and textures of fabrics, most prominently those of the young man’s patterned coat and its gray fur trim. In contrast to his brightly colored clothing, his face is generally pallid, but blues beneath his chin and mouth suggest the hint of a beard. The play on near monochrome is continued in the silhouetted, inky locks that frame his face and give way to a tall black hat. The subject’s position in the composition and aspects of painterly execution such as the modeling of his face and hands suggest that the image was based at least in part on a photograph, a practice common among Qajar artists from the mid-nineteenth century onward, photography having been introduced in Iran in the 1840s. The painting reflects the “new realism” introduced by Abu'l-Hasan Ghaffari, also known as Sani' al-Mulk, in the middle years of the nineteenth century, during the reign of Nasir al-Din Shah (r. 1848–96), and disseminated by his contemporaries. Ghaffari’s work combined physiognomic likeness with the psychology of the subject to produce an often intense pictorial effect—a “real” presence—undiminished by rich decorative details, which in some artists’ hands might emphasize surface at the expense of illusionistic volume and depth. Although this portrait lacks the overall impact of a work by Ghaffari, it demonstrates its painter’s participation in what was new at the time.
On the lower right side of the sheet, a barely visible inscription, which reads, tasvvr-i dukhtar-i Shahrukh (depiction [by] the daughter of Shahrukh), is tantalizing because it suggests a female artist. Unfortunately, however, this notation is too perfunctory and too uncertain in date to permit further conclusions.",2281.05
Shouldering ('Fu'),Liu Kuo Sung (Liu Guosong) 劉國松,"Republican period, dated 2000",https://nrs.harvard.edu/urn-3:HUAM:DDC100593_dynmc,,8498.21
